11:58:07 - CPU: 3.7% | Memory: 3.1% (1.6 GB)
12:38:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:34 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:38:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:37 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:38:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:44 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:47 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:51 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:38:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:38:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:38:59 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:04 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:39:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:14 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:39:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:19 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:39:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:29 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:39:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:36 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:39 - CPU: 6.0% | Memory: 3.1% (1.6 GB)
12:39:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:44 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:39:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:48 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:39:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:39:58 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:39:59 - CPU: 6.1% | Memory: 3.1% (1.6 GB)
12:40:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:02 - CPU: 7.4% | Memory: 3.1% (1.6 GB)
12:40:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:08 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:09 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:10 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:11 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:12 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:14 - CPU: 6.0% | Memory: 3.2% (1.6 GB)
12:40:15 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:16 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:17 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:40:18 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:19 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:40:20 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:40:21 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:22 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:23 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:24 - CPU: 6.1% | Memory: 3.2% (1.6 GB)
12:40:25 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:26 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:27 - CPU: 6.2% | Memory: 3.2% (1.6 GB)
12:40:28 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:30 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:31 - CPU: 6.4% | Memory: 3.2% (1.6 GB)
12:40:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:35 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:41 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:42 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:44 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:46 - CPU: 6.3% | Memory: 3.2% (1.6 GB)
12:40:47 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:40:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:56 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:40:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:40:59 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:01 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:02 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:13 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:17 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:19 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:20 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:26 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:27 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:29 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:33 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:36 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:39 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:42 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:43 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:45 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:48 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:50 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:52 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:41:53 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:41:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:57 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:41:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:00 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:05 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:07 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:11 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:13 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:14 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:15 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:17 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:18 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:20 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:25 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:27 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:29 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:31 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:36 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:38 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:39 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:46 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:49 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:52 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:53 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:55 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:42:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:42:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:42:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:03 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:04 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:06 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:08 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:09 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:10 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:12 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:16 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:18 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:19 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:20 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:21 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:22 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:23 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:24 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:28 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:32 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:33 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:34 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:36 - CPU: 6.6% | Memory: 3.1% (1.6 GB)
12:43:37 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:40 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:41 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:42 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:44 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:45 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:46 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:47 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:43:48 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:43:49 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:51 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:54 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:55 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:43:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:58 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:43:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:00 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:02 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:04 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:05 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:06 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:07 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:08 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:09 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:10 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:11 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:12 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:13 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:14 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:15 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:16 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:17 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:18 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:44:19 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:20 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:21 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:22 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:23 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:24 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:25 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:26 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:27 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:28 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:29 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:30 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:31 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:32 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:33 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:34 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:35 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:36 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:37 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:38 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:39 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:40 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:41 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:42 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:43 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:44 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:45 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:46 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:47 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:48 - CPU: 6.5% | Memory: 3.1% (1.6 GB)
12:44:49 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:50 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:51 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:52 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:53 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:54 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:55 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:56 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:44:57 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:44:58 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:44:59 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:00 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:01 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:02 - CPU: 6.3% | Memory: 3.1% (1.6 GB)
12:45:03 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
12:45:04 - CPU: 6.2% | Memory: 3.1% (1.6 GB)
12:45:05 - CPU: 6.4% | Memory: 3.1% (1.6 GB)
